filename	onset	offset	event_label
10016.wav	6.635845632741569	7.326729986483066	crash
10016.wav	8.534693877551021	10.0	crash
10017.wav	4.310465148886549	5.0179872580895335	crash
10018.wav	4.893520182117163	6.061751474634169	crash
10018.wav	5.415513278086088	6.069300126158651	scream
10018.wav	7.266330533431656	7.605083367898776	scream
10019.wav	2.7101484695813634	5.0152254169955715	Help
10019.wav	2.8276458334941603	3.018280754129081	crash
10019.wav	3.5595262731641992	4.047961647313859	crash
10019.wav	5.3131000198181395	5.734143103718366	scream
10019.wav	6.002080287479278	7.144011799282917	tire
1002.wav	3.0077163500691566	4.018445516735824	scream
1002.wav	3.049732625050732	3.578363631088486	tire
1002.wav	5.045520989432728	5.6206965020667194	scream
1002.wav	5.618603116543747	8.388603116543747	Help
1002.wav	7.098726213098285	7.601129841216199	scream
10020.wav	4.314273161262331	4.679647310922195	crash
10021.wav	1.8288285313022357	3.9003251299416912	tire
10021.wav	3.6251257989584884	4.403629200319033	tire
10021.wav	6.016203940914166	7.140910263325129	tire
10021.wav	7.827742102961112	8.216993803641385	scream
10022.wav	4.603243926143134	4.935330093943588	scream
10022.wav	4.823155153295963	5.401522500234739	scream
10022.wav	4.843538290942915	6.438933939159252	Help
10022.wav	4.989476298504397	5.490224597824125	scream
10023.wav	5.493425529338516	6.380795143850988	crash
10024.wav	6.708095568980317	7.260533068980317	scream
10025.wav	4.190419981321625	4.603503881548383	tire
10025.wav	5.59847877336336	8.861370636471673	Help
10026.wav	4.016936062733581	4.629231009717167	Help
10026.wav	5.4523283587726015	8.548661845129525	Help
10026.wav	7.454229792876081	8.071916867706014	scream
10027.wav	3.5684729233848707	4.22767927259122	crash
10027.wav	5.0016928914143595	5.747701961709144	scream
10027.wav	5.95535008410041	6.328955526277281	tire
10027.wav	8.508461561295324	9.100995772730517	Help
10028.wav	5.7095389472686495	6.177792915522618	crash
10029.wav	0.3754133265287223	1.118195160200537	crash
10029.wav	4.079726104455053	4.840950594250971	scream
1003.wav	4.123657682895774	7.180641809879901	Help
10030.wav	4.526024769574057	5.019720914698774	tire
10030.wav	6.012014776791022	9.003012509217326	Help
10031.wav	5.014891135775132	5.521920614233182	tire
10032.wav	3.444465255564017	6.57498212702376	Help
10032.wav	3.618259483653942	3.9915928169872754	tire
10032.wav	5.086971975224854	6.182935694045716	tire
10032.wav	6.5254442364851375	7.393560783569574	tire
10033.wav	4.199798269864095	4.519526161020558	crash
10033.wav	4.805844457327255	5.653044403826165	Help
10034.wav	2.6594739403763814	3.6228979766575606	crash
10034.wav	2.8392334994968027	5.704498797758266	Help
10034.wav	4.444254906991003	4.922463523771048	crash
10035.wav	2.644540635826314	3.1926131981845907	crash
10035.wav	5.681763349879592	6.363010515412472	crash
10036.wav	3.050970568260561	3.3131247632718988	crash
10036.wav	4.000534389846316	7.021101283270353	crash
10036.wav	5.579721940409099	5.881581350839938	scream
10036.wav	6.985369364648579	10.0	Help
10036.wav	7.0034332849238945	7.910096769850099	crash
10037.wav	1.5635445706962594	3.635041169335715	tire
10037.wav	2.112397050151723	2.871149884618843	tire
10037.wav	5.848509500199247	6.406423332398794	crash
10037.wav	6.26835458295495	6.540916941231593	scream
10037.wav	7.21049998297821	8.080655751912888	crash
10038.wav	1.9201670526638135	2.883659116155877	tire
10038.wav	5.667256326455235	7.92480529495148	Help
10039.wav	4.682123279844145	5.5131436880074105	scream
10039.wav	6.9828737857693755	10.0	Help
1004.wav	1.1640717513106988	1.7007912916744468	crash
1004.wav	3.8794615553394767	4.538803958967595	tire
10040.wav	8.591777350517095	9.192208189519363	tire
10041.wav	3.101580480659227	3.5285419319063926	tire
10041.wav	4.197880600653715	4.7315767457784315	scream
10041.wav	5.929224970680791	7.31466714755154	crash
10041.wav	8.146308161010099	9.014108614524838	tire
10042.wav	4.392050273868917	5.39337091843174	Help
10042.wav	5.6069503364296756	6.025385710579336	scream
10042.wav	5.932189833005765	6.766992555425043	Help
10042.wav	5.958362174740683	6.453328161135241	scream
10042.wav	7.181089676985499	7.681837976305227	scream
10043.wav	1.1277289385893239	3.147664465073843	Help
10043.wav	3.4320645981757885	3.805397931509122	tire
10043.wav	3.9352140714817194	4.412107495518001	scream
10044.wav	5.39821743175994	8.021237171292437	Help
10045.wav	4.482487092412686	6.253779609419489	crash
10045.wav	5.183551013292918	5.790522040229939	crash
10045.wav	5.700699495272233	6.354486343344796	scream
10045.wav	6.3648119449061245	9.38537883833016	crash
10046.wav	3.155510471549337	4.297369881980176	crash
10046.wav	4.110056715500175	6.214958794072897	Help
10046.wav	5.036120943037027	7.996120943037027	Help
10046.wav	6.5064863994288675	9.104823014696846	crash
10046.wav	6.880145732093531	10.0	Help
10047.wav	4.4607517609678755	5.23925516232842	tire
10047.wav	5.0482625379001735	5.779342492576208	tire
10048.wav	1.9292306170944795	2.620114970835976	scream
10048.wav	4.448173010989175	5.27919341915244	scream
10048.wav	4.989961700007193	5.569870997059347	tire
10048.wav	5.647835727776322	7.774014200584168	Help
10048.wav	6.704413694613769	7.1095384111670565	crash
10049.wav	4.287068445985173	8.057582595058683	Help
10049.wav	5.830238779824341	6.325204766218898	scream
1005.wav	1.0730840050618524	2.0268481773974534	scream
1005.wav	6.637355551561012	8.278628118931465	Help
10050.wav	2.6233663701584966	3.360622605986161	tire
10050.wav	8.85436308387187	9.227968526048741	tire
10051.wav	3.1408955412819894	6.828895541281989	Help
10051.wav	4.518893161296071	5.209777515037567	crash
10051.wav	4.7279604559230375	5.86424163506136	scream
10051.wav	5.135620580305553	5.437479990736392	scream
10052.wav	2.533318240330617	4.492048399060776	tire
10052.wav	3.790710136635842	6.17270560148845	Help
10052.wav	5.538707851962355	6.640174514603721	Help
10052.wav	6.496125155740308	7.257349645536227	scream
10052.wav	8.993634629715071	9.407262747628904	scream
10053.wav	3.250453341521612	3.6158274911814763	crash
10053.wav	4.8652030554014285	6.202136031815449	crash
10053.wav	5.102690971989103	7.430631885027104	Help
10053.wav	7.071339374574193	10.0	Help
10054.wav	1.3394710019803067	3.063053768420216	tire
10054.wav	4.2577012313004845	5.932820925089959	Help
10055.wav	3.403006910914118	3.896816434723642	crash
10055.wav	5.017023603064181	5.2705383422932055	crash
10055.wav	8.469481947656126	8.768370836545015	crash
10056.wav	2.8203390056092554	3.100520411504947	crash
10056.wav	3.703979212008891	4.101416853732247	crash
10056.wav	4.877525859538905	5.867457832328021	crash
10056.wav	6.242755466509308	6.676338232949218	crash
10057.wav	4.335406889975602	4.74053160652889	crash
10058.wav	5.534255544475789	6.293008378942909	tire
10059.wav	1.6578487287220574	2.358188864776479	tire
10059.wav	4.116644279999591	4.529728180226348	crash
10059.wav	5.251061016990091	6.377682332182835	tire
10059.wav	6.25750632980867	7.268235496475337	scream
1006.wav	2.1068695777401456	3.572175700189125	crash
1006.wav	2.231134396142475	2.8110436931946294	tire
1006.wav	3.244884599838766	6.820870994396589	Help
1006.wav	3.9686355403287124	4.747138941689257	tire
1006.wav	4.9526572571558605	5.689913492983525	tire
10060.wav	4.960936767915898	5.961639715761703	tire
10060.wav	5.11069710063379	6.252556511064629	tire
10060.wav	5.2769163769079155	8.40775023471058	crash
10060.wav	5.904566679977192	6.409468800753142	tire
10060.wav	7.093694304985231	7.721245325393395	crash
10061.wav	2.001962389266221	2.6557492373387834	scream
10061.wav	4.974534749763926	5.347913434571182	scream
10061.wav	5.353625832935555	6.4899070120738775	scream
10062.wav	2.8578653464273924	4.148452102545734	crash
10062.wav	4.310570837333659	4.928690651187411	crash
10062.wav	4.322004263821267	5.753115374932378	tire
10062.wav	6.094904300005188	7.299258041501787	crash
10062.wav	6.427723066232337	10.0	Help
10063.wav	4.485613267132508	4.845862700239084	crash
10063.wav	8.045360283754935	8.730462324571262	scream
10064.wav	4.869876534546916	5.290919618447142	scream
10064.wav	5.147390801446713	6.3946149479743415	Help
10065.wav	3.9915190489715626	4.619070069379726	crash
10065.wav	4.615974456509083	5.579466520001146	tire
10065.wav	5.373208756731772	6.444387895053768	crash
10065.wav	6.083667953298083	6.6635772503502375	tire
10065.wav	6.195144909756142	6.6901108961507	scream
10066.wav	3.567687331842153	3.790113635697028	crash
10066.wav	7.587177910723239	8.713799225915983	tire
10067.wav	4.693323696239627	5.378425737055954	scream
10067.wav	5.676095627452353	6.1831251059104035	tire
10068.wav	4.493694264162974	5.153036667791092	tire
10068.wav	5.804520187862058	6.310814550446962	Help
10068.wav	5.837538272463859	6.091053011692884	crash
10068.wav	7.726540666032559	7.917175586667479	crash
10068.wav	9.412199546485262	10.0	scream
10069.wav	6.222366982354677	10.0	Help
1007.wav	1.2178836069989019	1.7116931308084258	crash
1007.wav	2.6307546770104384	3.2106639740625926	tire
1007.wav	4.939230971792703	5.886577910568214	crash
1007.wav	4.982388838571664	5.3960169564854965	scream
1007.wav	6.094336079934955	6.785220433676452	scream
10070.wav	1.4673239452983124	1.9680722446180403	scream
10070.wav	3.7195057449518765	6.958052098569697	Help
10070.wav	7.532131519274376	10.0	crash
10071.wav	2.1425202356285746	2.8428603716829963	tire
10071.wav	6.699205711248264	7.1929018563729805	tire
10071.wav	8.854011124441042	9.471698199270975	scream
10072.wav	4.598288343093151	5.554182011277114	tire
10073.wav	4.242603454220001	4.878113658301634	scream
10073.wav	4.270424409132383	5.412283819563222	crash
10073.wav	4.851080687392357	6.581660365637204	Help
10074.wav	1.8567447328029667	2.3517107191975244	scream
10074.wav	2.2949986563852507	2.954341060013369	tire
10074.wav	4.6761603009177914	4.948722659194435	scream
10074.wav	6.733257172177975	7.697580605068003	Help
10075.wav	5.824189796506173	6.197523129839506	tire
10076.wav	3.0421868085267105	3.90998726204145	tire
10076.wav	4.1458512995460115	4.759615471881612	scream
10076.wav	5.480270340873508	5.907231792120673	tire
10077.wav	3.1526330698633767	7.109197431944306	Help
10077.wav	3.3758502264906918	4.029637074563254	scream
10077.wav	4.798086483675689	5.808815650342356	scream
10077.wav	7.339743287491361	9.445598991186708	Help
10077.wav	8.07806066040238	8.491144560629138	tire
10078.wav	4.7183351991321265	5.56665719459698	crash
10079.wav	3.5462416201621547	5.946587117900985	Help
1008.wav	5.17860745848521	5.551940791818543	tire
10080.wav	6.174116988638286	7.059560494456026	Help
10081.wav	7.816421837525086	9.411469440945053	Help
10082.wav	5.7270659702307745	8.476731329371438	Help
10082.wav	6.551809418414534	7.058838896872584	tire
10083.wav	3.3641226455162876	3.841016069552569	scream
10083.wav	6.05796961477305	7.586294022621697	Help
10084.wav	4.234874336097039	5.065894744260304	scream
10084.wav	6.028822233162917	6.34855012431938	crash
10085.wav	4.073589763701505	4.7739298997559265	tire
10085.wav	6.457794925591408	7.584416240784152	tire
10085.wav	6.709049596062022	7.130092679962249	scream
10085.wav	7.298661164723701	10.0	Help
10085.wav	8.050210048241802	8.463293948468559	crash
10086.wav	0.3596287774357654	1.0189711810638833	tire
10086.wav	5.497536912633345	6.218698401026005	tire
10086.wav	5.720004287369	7.111635645721645	scream
10086.wav	9.153227179768805	10.0	Help
10087.wav	1.3665895438887974	3.3253197026189563	tire
10087.wav	6.722569717033816	7.7736436911291005	Help
10087.wav	9.075308214629523	9.488936332543355	scream
10088.wav	2.2782826628370203	3.1137650816823363	Help
10088.wav	6.302355704294638	9.928691969433151	Help
10088.wav	7.11549573954867	8.242117054741414	tire
10089.wav	1.8140955281188318	3.245206639229943	tire
1009.wav	3.139961157891155	4.215619775694754	Help
1009.wav	5.345525599661564	8.339308176656973	Help
1009.wav	7.366334775742647	8.448602745985456	crash
1009.wav	8.10017094667499	8.513254846901747	tire
10090.wav	4.5461024815100455	4.967145565410272	scream
10091.wav	1.6540283682254366	3.2911163977523046	Help
10091.wav	4.36262187707001	4.823370176389738	crash
10091.wav	6.450802495877421	6.9276959199137025	scream
10092.wav	7.52570715690126	8.536436323567926	scream
10093.wav	2.899510750765155	3.3125946509919126	tire
10093.wav	7.270130995327154	7.747024419363435	scream
10094.wav	3.8502506598491664	4.804014832184768	scream
10094.wav	4.62899431312563	7.6495612065496665	crash
10094.wav	4.968723736882639	6.057785423476133	Help
10094.wav	6.378215135437887	7.045357992580744	crash
10094.wav	9.144820460844306	10.0	tire
10095.wav	5.062752853389208	5.565156481507122	scream
10095.wav	5.9885909530976305	8.20241503467453	Help
10095.wav	6.329788535492045	6.836818013950095	tire
10095.wav	6.72014690922401	7.730876075890676	scream
10096.wav	3.171319732858075	5.663856906778876	Help
10096.wav	5.5010777975299625	6.637358976668285	scream
10097.wav	4.684028310066547	5.374912663808043	scream
10098.wav	4.892666517516985	5.3057504177437425	crash
10098.wav	5.056566195755074	5.724956218430811	crash
10098.wav	6.918193029363842	9.928193029363841	Help
10098.wav	7.167476380807642	9.947476380807641	Help
10099.wav	2.511332878273234	3.363547555628629	Help
10099.wav	3.649900436692759	3.922462794969403	scream
10099.wav	4.800254785874637	5.909666797016628	Help
10099.wav	4.852744367015188	5.720544820529928	tire
10099.wav	7.2716533875969835	7.6450320724042395	scream
101.wav	3.5847792276240042	3.9235320620911245	scream
101.wav	5.441672997112192	6.309473450626932	tire
101.wav	6.322736598045662	6.624596008476501	scream
101.wav	6.882940829403173	7.713961237566439	scream
1010.wav	0.7242353291973451	2.155346440308456	tire
1010.wav	3.9552069775575793	4.6460913312990755	scream
1010.wav	5.864687610234188	6.960651329055049	tire
1010.wav	6.121057649929261	6.601397785983683	scream
10100.wav	2.2655849808253405	2.799281125950057	scream
10100.wav	4.631267180112029	7.523483457690473	Help
10100.wav	5.335477909333999	6.165989049925628	Help
10100.wav	7.130638342478365	7.789980746106483	tire
10101.wav	2.6892208475891586	3.369856354574074	tire
10101.wav	3.1184087539879406	3.992240953534426	tire
10101.wav	5.599062554326786	6.56255461781885	tire
10102.wav	6.050206171213332	6.685716375294964	scream
10103.wav	3.1753645196534763	4.1860936863201434	scream
10103.wav	5.120805317373858	6.610329126897668	crash
10103.wav	6.099645532219869	6.967445985734608	tire
10103.wav	6.2575117293477565	6.9483960830892535	scream
10103.wav	6.957056692535473	7.3701405927622305	tire
10104.wav	0.8568215657164604	2.928318164355916	tire
10104.wav	2.3358799961806107	2.936310835182878	tire
10104.wav	4.978402673353634	5.932166845689235	scream
10104.wav	5.645756148723802	7.4226499439368965	tire
10104.wav	6.816628894725561	7.370642500167738	crash
10105.wav	2.8042265008219442	6.7568103766354675	Help
10105.wav	4.667060892403561	5.040439577210817	scream
10105.wav	9.160886679635027	9.614537473285822	crash
10106.wav	7.760646535451478	8.37443338352404	crash
10107.wav	1.5842323661071522	2.5533933638395787	tire
10107.wav	4.428005585473309	5.0665770140447375	tire
10107.wav	4.675163411012022	5.048496744345355	tire
10108.wav	7.220000000000001	10.0	Help
10109.wav	2.1513483151211124	2.4901011495882326	scream
10109.wav	7.209395030360523	7.789304327412677	tire
10109.wav	9.09090935676535	9.708596431595282	scream
1011.wav	7.870913065069949	8.78998335985453	crash
10110.wav	2.1547913437835	3.174859370994384	crash
10110.wav	5.750933955398148	6.251682254717876	scream
10111.wav	3.531713061820426	4.024230068623147	scream
10111.wav	6.456614429054459	7.939811707966023	crash
10112.wav	2.224314069782378	4.57076703285621	Help
10112.wav	2.7090606332669696	3.5561770454980035	Help
10112.wav	4.622158355457534	5.114675362260256	scream
10113.wav	3.111708776356596	4.038262064338456	crash
10113.wav	5.31067189068072	7.066295473447161	tire
10113.wav	7.762978288199036	8.453862641940532	scream
10114.wav	3.9436842452512852	4.354999437995049	crash
10115.wav	1.8178442883119725	2.685644741826712	tire
10115.wav	4.824371279949362	5.48371368357748	tire
10115.wav	4.900974396617515	6.442561698204817	crash
10115.wav	6.497667616424805	9.608079720876848	Help
10116.wav	2.6098951871193834	3.5398746846431566	Help
10116.wav	3.320407373595577	3.622266784026416	scream
10116.wav	5.002394257213338	5.965886320705402	tire
10116.wav	5.309934590300102	5.8977350438148415	scream
10116.wav	6.071961691958506	7.456140035690254	tire
10117.wav	4.409624053971235	5.561280744265494	tire
10117.wav	5.830748920887556	6.383186420887556	scream
10117.wav	9.262743764172335	10.0	tire
10118.wav	6.714748145201887	7.272661977401434	crash
10119.wav	1.2087100006323865	2.039730408795652	scream
10119.wav	4.1269240713493955	5.906983409746683	crash
10119.wav	5.953641198067004	7.095500608497843	tire
10119.wav	7.262894658872828	7.922101008079177	crash
10119.wav	7.599583357246415	8.618510502782593	Help
1012.wav	0.8791806183434003	1.570064972084897	scream
1012.wav	4.530612213848597	8.453041263329403	Help
1012.wav	5.71833558687049	7.6425655816023506	Help
10120.wav	4.508922196366478	5.605552924786609	Help
10120.wav	4.907924960767127	5.486292307705902	scream
10120.wav	6.463168411754776	6.943508547809198	scream
10120.wav	7.683020253240239	10.0	Help
10120.wav	8.01944700784724	8.988608005579668	tire
10121.wav	4.022292239332955	4.395897681509826	tire
10121.wav	5.494303429798909	6.132874858370338	tire
10121.wav	6.474265660942618	7.054174957994772	tire
10121.wav	7.00599585785276	9.78599585785276	Help
10122.wav	4.794011011687395	5.274351147741817	scream
10122.wav	7.9347040828950774	8.346019275638842	crash
10122.wav	9.07859296647492	9.451971651282177	scream
10123.wav	2.5428898894607643	3.7301101572882365	crash
10124.wav	4.123446049943255	5.927366374082714	scream
10124.wav	4.2354910003871575	4.892448551765192	Help
10125.wav	0.582035975988294	0.8441901709996319	crash
10125.wav	3.3034929584182895	3.5179827543366566	scream
10125.wav	3.5909433666783803	5.549673525408539	tire
10125.wav	5.347759196666914	5.824652620703195	scream
10126.wav	2.4807263085202615	3.348526762035001	tire
10127.wav	1.7692675214055575	2.0906053898862833	crash
10128.wav	2.5316492658594925	3.25348600055337	scream
10128.wav	3.5236808793182592	4.650302194511003	tire
10128.wav	3.902971133235364	4.754117387485547	tire
10128.wav	4.54972381505154	5.124903922833349	crash
10128.wav	6.14756427764799	9.449196118814996	Help
10129.wav	2.716592049608942	3.2965013466610964	tire
10129.wav	3.1136063519257418	4.6272560883969795	crash
10129.wav	3.9830332690150008	4.372284969695273	scream
1013.wav	1.5747895184471314	1.9799142350004195	crash
1013.wav	5.085295388359805	7.336889729685318	Help
1013.wav	6.948102699654135	7.615608368588376	crash
10130.wav	4.997189653054386	7.587189653054386	Help
10130.wav	7.446864394068077	8.920677980444927	crash
10131.wav	3.906966469448116	4.440662614572832	scream
10131.wav	4.988695962153996	5.725952197981661	tire
10131.wav	5.836418345409082	7.177053359471298	Help
10131.wav	6.316240205324517	6.68957353865785	tire
10131.wav	6.811678345616634	7.337874915562892	Help
10132.wav	3.803534365909411	4.2304958171565765	tire
10132.wav	6.764614143265767	7.066473553696606	scream
10132.wav	7.1034027758431435	7.349661279244504	crash
10133.wav	4.9747302598907215	5.696566994584599	scream
10134.wav	3.498766114718884	4.929877225829995	tire
10134.wav	5.480554570164455	6.148082914835657	crash
10134.wav	6.5859475110869985	7.220591002289953	Help
10134.wav	7.241426267529544	8.167979555511403	crash
10135.wav	2.9175069528312623	5.932495614962781	Help
10135.wav	4.602822482467669	5.3971988997012295	crash
10135.wav	6.6211576525333555	9.665342934347777	Help
10135.wav	6.783362937348894	7.290392415806944	tire
10135.wav	8.372022101642674	9.498643416835417	tire
10136.wav	3.845950425972759	5.113524122117884	crash
10136.wav	8.058988462869623	8.5127072837313	crash
10137.wav	3.4398716697783898	4.450600836445057	scream
10137.wav	5.333308550221048	6.764419661332159	tire
10137.wav	6.181660963786245	7.671184773310054	crash
10137.wav	6.540014105824529	6.973596872264438	crash
10137.wav	7.143609366183669	7.28660256346258	crash
10138.wav	5.951126513463317	6.712351003259235	scream
10139.wav	2.940979579187291	4.8997097379174495	tire
1014.wav	5.478110508824741	6.1632125496410675	scream
10140.wav	4.662586056448323	7.162456361870622	Help
10141.wav	5.770102552609617	6.262619559412339	scream
10141.wav	6.476120395068801	6.960700893935014	scream
10142.wav	2.7035345145804976	3.4495435848752822	scream
10142.wav	5.114270520901312	5.702070974416051	scream
10143.wav	2.9290548024722556	5.891452530334396	Help
10143.wav	3.331176057270964	5.647676634865576	crash
10143.wav	4.46938941246367	5.215398482758454	scream
10143.wav	5.7564560800537965	6.603031983879767	tire
10143.wav	6.382946496270184	7.924533797857485	crash
10144.wav	8.622106206825576	9.928404935838328	Help
10145.wav	4.399032736084662	4.892728881209378	tire
10146.wav	1.4260705445077586	1.9800841499499353	crash
10146.wav	4.882678877409696	5.33632967106049	crash
10146.wav	5.105585889485704	6.126404192552419	Help
10146.wav	5.124578889786871	7.039499524707506	crash
10146.wav	8.259816777748657	9.03627936278267	crash
10147.wav	5.17486505289595	7.064390827093016	Help
10148.wav	0.872127073017019	1.957825853134481	Help
10148.wav	3.323236936938766	5.44078612729692	Help
10148.wav	8.146258861500282	10.0	Help
10149.wav	1.354491403431723	1.7681195213455552	scream
10149.wav	4.579615203199137	8.003606132904352	Help
10149.wav	5.8927261576557335	7.423325571079812	Help
10149.wav	7.430739126029985	7.907632550066266	scream
10149.wav	7.513599623251317	8.047295768376033	scream
1015.wav	4.303290453142112	5.314019619808779	scream
1015.wav	5.488940095349888	6.267443496710433	tire
1015.wav	6.42484645335792	6.881581147235471	crash
10150.wav	2.2169770997860714	2.7094941065887923	scream
10150.wav	3.2606757954547807	6.261280481181119	Help
10150.wav	4.127935781886476	5.587358350778857	crash
10151.wav	3.1605306950043333	3.654340218813857	crash
10151.wav	4.724405869654521	5.138033987568353	scream
10152.wav	3.5481302576500777	6.5641166522079	Help
10152.wav	4.587557938811954	7.600316019130466	Help
10152.wav	8.437216141745385	9.099619769863299	crash
10153.wav	5.413513752923679	6.899500147481502	Help
10153.wav	8.373204078242875	8.6267188174719	crash
10154.wav	2.9335646963460023	3.3386894128992903	crash
10154.wav	3.267510418530045	4.233882300616212	crash
10154.wav	4.188153064755528	4.5932777813088155	crash
10154.wav	5.998668856943255	6.358918290049831	crash
10154.wav	6.012754773348042	6.591122120286817	scream
10155.wav	2.053993255871705	2.546510262674426	scream
10155.wav	2.7569585832657997	3.7052812716818364	tire
10155.wav	6.388648692982057	6.882344838106774	tire
10155.wav	8.39231864865932	9.129574884486985	tire
10156.wav	3.5677092045770986	4.990514664347412	Help
10156.wav	4.027558309406433	7.262609876218624	Help
10156.wav	5.564345238786081	8.379189037669777	Help
10157.wav	3.139960945144097	3.7993033487722148	tire
10157.wav	4.589028765282917	5.456829218797656	tire
10157.wav	5.718860390145166	6.6852322722313335	crash
10158.wav	4.139021313051643	5.676198223045117	Help
10158.wav	5.64054219596877	5.941630631342919	crash
10158.wav	5.97441617665378	7.070379895474642	tire
10158.wav	7.32045351473923	10.0	scream
10158.wav	7.6415860279275725	8.378842263755237	tire
10159.wav	4.40147302318085	5.915349658283223	Help
10159.wav	4.494480934108298	5.270943519142311	crash
10159.wav	4.817186723137566	5.789091485042328	crash
1016.wav	6.4480613194313126	9.512871975019824	Help
10160.wav	3.382684580938868	3.7963126988527	scream
10161.wav	3.5590206344214614	3.9243947840813256	crash
10161.wav	3.964298806371069	4.552099259885808	scream
10161.wav	7.050862597833927	10.0	Help
10161.wav	8.937052761120178	9.310431445927435	scream
10162.wav	2.8628968103359163	3.356592955460633	tire
10162.wav	4.442562054701193	4.715124412977836	scream
10162.wav	6.511305610708149	7.272530100504067	scream
10162.wav	7.85315912360879	10.0	crash
10163.wav	4.727953754518226	5.3903573826361395	crash
10163.wav	5.903487349542277	6.681990750902822	tire
10163.wav	7.796381455513397	8.670213655059882	tire
10163.wav	9.331954690464212	9.992527977277863	Help
10164.wav	4.883819860610374	6.362707969360349	Help
10164.wav	5.363730764471374	7.309130977367758	Help
10164.wav	6.055045248456953	6.593049783604345	crash
10165.wav	4.921395498601235	6.331778254656452	Help
10165.wav	5.824727278366732	7.676719323725495	Help
10166.wav	1.7671201334182105	2.482362776489662	tire
10166.wav	4.2404409729522765	4.875951177033909	scream
10166.wav	4.290769381682038	4.958275050616279	crash
10167.wav	3.4977416659737264	4.438775041340024	Help
10167.wav	5.026548402254444	5.717682189102517	crash
10168.wav	3.2859572642255577	3.8308765822343824	scream
10168.wav	3.6545570514967625	5.378139817936672	tire
10168.wav	6.784171767705691	8.855668366345146	tire
10169.wav	2.9910700516169717	4.422181162728083	tire
1017.wav	5.222104684415921	6.095936883962406	tire
1017.wav	5.5337819764626595	5.806344334739303	scream
1017.wav	7.9367228597367685	8.697947349532686	scream
1017.wav	8.11606107156352	8.862070141858304	scream
10170.wav	4.92986843884641	5.8510060674296405	Help
10171.wav	4.390657548524418	5.151882038320336	scream
10172.wav	0.7854462398491853	3.855446239849185	Help
10172.wav	4.387656891513879	5.2360015627156935	crash
10172.wav	5.296652313316085	5.790348458440802	tire
10172.wav	5.757910337250727	5.900903534529638	crash
10172.wav	9.13219954648526	10.0	tire
10173.wav	4.39714639345151	5.066776435112626	crash
10173.wav	4.828602255062207	5.249645338962433	scream
10174.wav	2.051317404800847	3.674767746944988	crash
10174.wav	2.6577146665450764	3.298169754879033	tire
10174.wav	2.7568497442327207	2.947484664867641	crash
10174.wav	5.454843393648634	5.868471511562467	scream
10175.wav	4.717402877904416	5.263997128162683	crash
