filename	duration
10622.wav	10.0
10623.wav	10.0
10624.wav	10.0
10625.wav	10.0
10626.wav	10.0
10627.wav	10.0
10628.wav	10.0
10629.wav	10.0
1063.wav	10.0
10630.wav	10.0
10631.wav	10.0
10632.wav	10.0
10633.wav	10.0
10634.wav	10.0
10635.wav	10.0
10636.wav	10.0
10637.wav	10.0
10638.wav	10.0
10639.wav	10.0
1064.wav	10.0
10640.wav	10.0
10641.wav	10.0
10642.wav	10.0
10643.wav	10.0
10644.wav	10.0
10645.wav	10.0
10646.wav	10.0
10647.wav	10.0
10648.wav	10.0
10649.wav	10.0
1065.wav	10.0
10650.wav	10.0
10651.wav	10.0
10652.wav	10.0
10653.wav	10.0
10654.wav	10.0
10655.wav	10.0
10656.wav	10.0
10657.wav	10.0
10658.wav	10.0
10659.wav	10.0
1066.wav	10.0
10660.wav	10.0
10661.wav	10.0
10662.wav	10.0
10663.wav	10.0
10664.wav	10.0
10665.wav	10.0
10666.wav	10.0
10667.wav	10.0
10668.wav	10.0
10669.wav	10.0
1067.wav	10.0
10670.wav	10.0
10671.wav	10.0
10672.wav	10.0
10673.wav	10.0
10674.wav	10.0
10675.wav	10.0
10676.wav	10.0
10677.wav	10.0
10678.wav	10.0
10679.wav	10.0
1068.wav	10.0
10680.wav	10.0
10681.wav	10.0
10682.wav	10.0
10683.wav	10.0
10684.wav	10.0
10685.wav	10.0
10686.wav	10.0
10687.wav	10.0
10688.wav	10.0
10689.wav	10.0
1069.wav	10.0
10690.wav	10.0
10691.wav	10.0
10692.wav	10.0
10693.wav	10.0
10694.wav	10.0
10695.wav	10.0
10696.wav	10.0
10697.wav	10.0
10698.wav	10.0
10699.wav	10.0
107.wav	10.0
1070.wav	10.0
10700.wav	10.0
10701.wav	10.0
10702.wav	10.0
10703.wav	10.0
10704.wav	10.0
10705.wav	10.0
10706.wav	10.0
10707.wav	10.0
10708.wav	10.0
10709.wav	10.0
1071.wav	10.0
10710.wav	10.0
10711.wav	10.0
10712.wav	10.0
10713.wav	10.0
10714.wav	10.0
10715.wav	10.0
10716.wav	10.0
10717.wav	10.0
10718.wav	10.0
10719.wav	10.0
1072.wav	10.0
10720.wav	10.0
10721.wav	10.0
10722.wav	10.0
10723.wav	10.0
10724.wav	10.0
10725.wav	10.0
10726.wav	10.0
10727.wav	10.0
10728.wav	10.0
10729.wav	10.0
1073.wav	10.0
10730.wav	10.0
10731.wav	10.0
10732.wav	10.0
10733.wav	10.0
10734.wav	10.0
10735.wav	10.0
10736.wav	10.0
10737.wav	10.0
10738.wav	10.0
10739.wav	10.0
1074.wav	10.0
10740.wav	10.0
10741.wav	10.0
10742.wav	10.0
10743.wav	10.0
10744.wav	10.0
10745.wav	10.0
10746.wav	10.0
10747.wav	10.0
10748.wav	10.0
10749.wav	10.0
1075.wav	10.0
10750.wav	10.0
10751.wav	10.0
10752.wav	10.0
10753.wav	10.0
10754.wav	10.0
10755.wav	10.0
10756.wav	10.0
10757.wav	10.0
10758.wav	10.0
10759.wav	10.0
1076.wav	10.0
10760.wav	10.0
10761.wav	10.0
10762.wav	10.0
10763.wav	10.0
10764.wav	10.0
10765.wav	10.0
10766.wav	10.0
10767.wav	10.0
10768.wav	10.0
10769.wav	10.0
1077.wav	10.0
10770.wav	10.0
10771.wav	10.0
10772.wav	10.0
10773.wav	10.0
10774.wav	10.0
10775.wav	10.0
10776.wav	10.0
10777.wav	10.0
10778.wav	10.0
10779.wav	10.0
1078.wav	10.0
10780.wav	10.0
10781.wav	10.0
10782.wav	10.0
10783.wav	10.0
10784.wav	10.0
10785.wav	10.0
10786.wav	10.0
10787.wav	10.0
10788.wav	10.0
10789.wav	10.0
1079.wav	10.0
10790.wav	10.0
10791.wav	10.0
10792.wav	10.0
10793.wav	10.0
10794.wav	10.0
10795.wav	10.0
10796.wav	10.0
10797.wav	10.0
10798.wav	10.0
10799.wav	10.0
108.wav	10.0
1080.wav	10.0
10800.wav	10.0
10801.wav	10.0
10802.wav	10.0
10803.wav	10.0
10804.wav	10.0
10805.wav	10.0
10806.wav	10.0
10807.wav	10.0
10808.wav	10.0
10809.wav	10.0
1081.wav	10.0
10810.wav	10.0
10811.wav	10.0
10812.wav	10.0
10813.wav	10.0
10814.wav	10.0
10815.wav	10.0
10816.wav	10.0
10817.wav	10.0
10818.wav	10.0
10819.wav	10.0
1082.wav	10.0
10820.wav	10.0
10821.wav	10.0
10822.wav	10.0
10823.wav	10.0
10824.wav	10.0
10825.wav	10.0
10826.wav	10.0
10827.wav	10.0
10828.wav	10.0
10829.wav	10.0
1083.wav	10.0
10830.wav	10.0
10831.wav	10.0
10832.wav	10.0
10833.wav	10.0
10834.wav	10.0
10835.wav	10.0
10836.wav	10.0
10837.wav	10.0
10838.wav	10.0
10839.wav	10.0
1084.wav	10.0
10840.wav	10.0
10841.wav	10.0
10842.wav	10.0
10843.wav	10.0
10844.wav	10.0
10845.wav	10.0
10846.wav	10.0
10847.wav	10.0
10848.wav	10.0
10849.wav	10.0
1085.wav	10.0
10850.wav	10.0
10851.wav	10.0
10852.wav	10.0
10853.wav	10.0
10854.wav	10.0
10855.wav	10.0
10856.wav	10.0
10857.wav	10.0
10858.wav	10.0
10859.wav	10.0
1086.wav	10.0
10860.wav	10.0
10861.wav	10.0
10862.wav	10.0
10863.wav	10.0
10864.wav	10.0
10865.wav	10.0
10866.wav	10.0
10867.wav	10.0
10868.wav	10.0
10869.wav	10.0
1087.wav	10.0
10870.wav	10.0
10871.wav	10.0
10872.wav	10.0
10873.wav	10.0
10874.wav	10.0
10875.wav	10.0
10876.wav	10.0
10877.wav	10.0
10878.wav	10.0
10879.wav	10.0
1088.wav	10.0
10880.wav	10.0
10881.wav	10.0
10882.wav	10.0
10883.wav	10.0
10884.wav	10.0
10885.wav	10.0
10886.wav	10.0
10887.wav	10.0
10888.wav	10.0
10889.wav	10.0
1089.wav	10.0
10890.wav	10.0
10891.wav	10.0
10892.wav	10.0
10893.wav	10.0
10894.wav	10.0
10895.wav	10.0
10896.wav	10.0
10897.wav	10.0
10898.wav	10.0
10899.wav	10.0
109.wav	10.0
1090.wav	10.0
10900.wav	10.0
10901.wav	10.0
10902.wav	10.0
10903.wav	10.0
10904.wav	10.0
10905.wav	10.0
10906.wav	10.0
10907.wav	10.0
10908.wav	10.0
10909.wav	10.0
1091.wav	10.0
10910.wav	10.0
10911.wav	10.0
10912.wav	10.0
10913.wav	10.0
10914.wav	10.0
10915.wav	10.0
10916.wav	10.0
10917.wav	10.0
10918.wav	10.0
10919.wav	10.0
1092.wav	10.0
10920.wav	10.0
10921.wav	10.0
10922.wav	10.0
10923.wav	10.0
10924.wav	10.0
10925.wav	10.0
10926.wav	10.0
10927.wav	10.0
10928.wav	10.0
10929.wav	10.0
1093.wav	10.0
10930.wav	10.0
10931.wav	10.0
10932.wav	10.0
10933.wav	10.0
10934.wav	10.0
10935.wav	10.0
10936.wav	10.0
10937.wav	10.0
10938.wav	10.0
10939.wav	10.0
1094.wav	10.0
10940.wav	10.0
10941.wav	10.0
10942.wav	10.0
10943.wav	10.0
10944.wav	10.0
10945.wav	10.0
10946.wav	10.0
10947.wav	10.0
10948.wav	10.0
10949.wav	10.0
1095.wav	10.0
10950.wav	10.0
10951.wav	10.0
10952.wav	10.0
10953.wav	10.0
10954.wav	10.0
10955.wav	10.0
10956.wav	10.0
10957.wav	10.0
10958.wav	10.0
10959.wav	10.0
1096.wav	10.0
10960.wav	10.0
10961.wav	10.0
10962.wav	10.0
10963.wav	10.0
10964.wav	10.0
10965.wav	10.0
10966.wav	10.0
10967.wav	10.0
10968.wav	10.0
10969.wav	10.0
1097.wav	10.0
10970.wav	10.0
10971.wav	10.0
10972.wav	10.0
10973.wav	10.0
10974.wav	10.0
10975.wav	10.0
10976.wav	10.0
10977.wav	10.0
10978.wav	10.0
10979.wav	10.0
1098.wav	10.0
10980.wav	10.0
10981.wav	10.0
10982.wav	10.0
10983.wav	10.0
10984.wav	10.0
10985.wav	10.0
10986.wav	10.0
10987.wav	10.0
10988.wav	10.0
10989.wav	10.0
1099.wav	10.0
10990.wav	10.0
10991.wav	10.0
10992.wav	10.0
10993.wav	10.0
10994.wav	10.0
10995.wav	10.0
10996.wav	10.0
10997.wav	10.0
10998.wav	10.0
10999.wav	10.0
11.wav	10.0
110.wav	10.0
1100.wav	10.0
11000.wav	10.0
11001.wav	10.0
11002.wav	10.0
11003.wav	10.0
11004.wav	10.0
11005.wav	10.0
11006.wav	10.0
11007.wav	10.0
11008.wav	10.0
11009.wav	10.0
1101.wav	10.0
11010.wav	10.0
11011.wav	10.0
11012.wav	10.0
11013.wav	10.0
11014.wav	10.0
11015.wav	10.0
11016.wav	10.0
11017.wav	10.0
11018.wav	10.0
11019.wav	10.0
1102.wav	10.0
11020.wav	10.0
11021.wav	10.0
11022.wav	10.0
11023.wav	10.0
11024.wav	10.0
11025.wav	10.0
11026.wav	10.0
11027.wav	10.0
11028.wav	10.0
11029.wav	10.0
1103.wav	10.0
11030.wav	10.0
11031.wav	10.0
11032.wav	10.0
11033.wav	10.0
11034.wav	10.0
11035.wav	10.0
11036.wav	10.0
11037.wav	10.0
11038.wav	10.0
11039.wav	10.0
1104.wav	10.0
11040.wav	10.0
11041.wav	10.0
11042.wav	10.0
11043.wav	10.0
11044.wav	10.0
11045.wav	10.0
11046.wav	10.0
11047.wav	10.0
11048.wav	10.0
11049.wav	10.0
1105.wav	10.0
11050.wav	10.0
11051.wav	10.0
11052.wav	10.0
11053.wav	10.0
11054.wav	10.0
11055.wav	10.0
11056.wav	10.0
11057.wav	10.0
11058.wav	10.0
11059.wav	10.0
1106.wav	10.0
11060.wav	10.0
11061.wav	10.0
11062.wav	10.0
11063.wav	10.0
11064.wav	10.0
11065.wav	10.0
11066.wav	10.0
11067.wav	10.0
11068.wav	10.0
11069.wav	10.0
1107.wav	10.0
11070.wav	10.0
11071.wav	10.0
11072.wav	10.0
11073.wav	10.0
11074.wav	10.0
11075.wav	10.0
11076.wav	10.0
11077.wav	10.0
11078.wav	10.0
11079.wav	10.0
1108.wav	10.0
11080.wav	10.0
11081.wav	10.0
11082.wav	10.0
11083.wav	10.0
11084.wav	10.0
11085.wav	10.0
11086.wav	10.0
11087.wav	10.0
11088.wav	10.0
11089.wav	10.0
1109.wav	10.0
11090.wav	10.0
11091.wav	10.0
11092.wav	10.0
11093.wav	10.0
11094.wav	10.0
11095.wav	10.0
11096.wav	10.0
11097.wav	10.0
11098.wav	10.0
11099.wav	10.0
111.wav	10.0
1110.wav	10.0
11100.wav	10.0
11101.wav	10.0
11102.wav	10.0
11103.wav	10.0
11104.wav	10.0
11105.wav	10.0
11106.wav	10.0
11107.wav	10.0
11108.wav	10.0
11109.wav	10.0
1111.wav	10.0
11110.wav	10.0
11111.wav	10.0
11112.wav	10.0
11113.wav	10.0
11114.wav	10.0
11115.wav	10.0
11116.wav	10.0
11117.wav	10.0
11118.wav	10.0
11119.wav	10.0
1112.wav	10.0
11120.wav	10.0
11121.wav	10.0
11122.wav	10.0
11123.wav	10.0
11124.wav	10.0
11125.wav	10.0
11126.wav	10.0
11127.wav	10.0
11128.wav	10.0
11129.wav	10.0
1113.wav	10.0
11130.wav	10.0
11131.wav	10.0
11132.wav	10.0
11133.wav	10.0
11134.wav	10.0
11135.wav	10.0
11136.wav	10.0
11137.wav	10.0
11138.wav	10.0
11139.wav	10.0
1114.wav	10.0
11140.wav	10.0
11141.wav	10.0
11142.wav	10.0
11143.wav	10.0
11144.wav	10.0
11145.wav	10.0
11146.wav	10.0
11147.wav	10.0
11148.wav	10.0
11149.wav	10.0
1115.wav	10.0
11150.wav	10.0
11151.wav	10.0
11152.wav	10.0
11153.wav	10.0
11154.wav	10.0
11155.wav	10.0
11156.wav	10.0
11157.wav	10.0
11158.wav	10.0
11159.wav	10.0
1116.wav	10.0
11160.wav	10.0
11161.wav	10.0
11162.wav	10.0
11163.wav	10.0
11164.wav	10.0
11165.wav	10.0
11166.wav	10.0
11167.wav	10.0
11168.wav	10.0
11169.wav	10.0
1117.wav	10.0
11170.wav	10.0
11171.wav	10.0
11172.wav	10.0
11173.wav	10.0
11174.wav	10.0
11175.wav	10.0
11176.wav	10.0
11177.wav	10.0
11178.wav	10.0
11179.wav	10.0
1118.wav	10.0
11180.wav	10.0
11181.wav	10.0
11182.wav	10.0
11183.wav	10.0
11184.wav	10.0
11185.wav	10.0
11186.wav	10.0
11187.wav	10.0
11188.wav	10.0
11189.wav	10.0
1119.wav	10.0
11190.wav	10.0
11191.wav	10.0
11192.wav	10.0
11193.wav	10.0
11194.wav	10.0
11195.wav	10.0
11196.wav	10.0
11197.wav	10.0
11198.wav	10.0
11199.wav	10.0
112.wav	10.0
1120.wav	10.0
11200.wav	10.0
11201.wav	10.0
11202.wav	10.0
11203.wav	10.0
11204.wav	10.0
11205.wav	10.0
11206.wav	10.0
11207.wav	10.0
11208.wav	10.0
11209.wav	10.0
1121.wav	10.0
11210.wav	10.0
11211.wav	10.0
11212.wav	10.0
11213.wav	10.0
11214.wav	10.0
11215.wav	10.0
11216.wav	10.0
11217.wav	10.0
11218.wav	10.0
11219.wav	10.0
1122.wav	10.0
11220.wav	10.0
11221.wav	10.0
11222.wav	10.0
11223.wav	10.0
11224.wav	10.0
11225.wav	10.0
11226.wav	10.0
11227.wav	10.0
11228.wav	10.0
11229.wav	10.0
1123.wav	10.0
11230.wav	10.0
11231.wav	10.0
11232.wav	10.0
11233.wav	10.0
11234.wav	10.0
11235.wav	10.0
11236.wav	10.0
11237.wav	10.0
11238.wav	10.0
11239.wav	10.0
1124.wav	10.0
11240.wav	10.0
11241.wav	10.0
11242.wav	10.0
11243.wav	10.0
11244.wav	10.0
11245.wav	10.0
11246.wav	10.0
11247.wav	10.0
11248.wav	10.0
11249.wav	10.0
1125.wav	10.0
11250.wav	10.0
11251.wav	10.0
11252.wav	10.0
11253.wav	10.0
11254.wav	10.0
11255.wav	10.0
11256.wav	10.0
